Header,Section
Impeachment vote boosts Biden campaign fundraising,Politics
"Congress passes $886 billion defense policy bill, Biden to sign into law",Politics
"Bull on the tracks delays trains in New York, New Jersey",Politics
European Union leaders agree to open membership talks with Ukraine,Politics
Biden administration to impose inflation penalties on dozens of drugmakers,Politics
EU at critical juncture over aid to Ukraine at the bloc’s final summit of 2023,Politics
Putin says goals in Ukraine have ‘not changed’ and war will continue until Kyiv agrees a deal,Politics
"European stocks close higher after Bank of England, ECB keep policy unchanged; Fed signals rate cuts",Politics
House approves impeachment inquiry into President Biden as Republicans rally behind investigation,Politics
"Judge pauses Trump D.C. election case pending appeal, puts trial date in question",Politics
"Congress could punt Ukraine aid to 2024, snarl government funding talks",Politics
FCC votes to ban termination fees for cable and satellite services,Politics
Former Facebook diversity strategist pleads guilty to stealing more than $4 million from company,Politics
"Hunter Biden defies subpoena, defends business record",Politics
"Glenn Youngkin praises Trump on economy, downplays ‘dictator’ fears",Politics
Appeals court rejects Trump presidential immunity challenge to E. Jean Carroll case,Politics
Japan PM to ax ministers as fundraising scandal swirls,Politics
"Russia slams Zelenskyy, says ‘everyone is tired of the beggar from Kyiv’; Ukrainian capital attacked",Politics
‘Too many things unaffordable:’ Biden fires up price wars as inflation cools,Politics
"Crypto investor Mike Novogratz, major Biden 2020 donor, to back long shot Dean Phillips",Politics
New York’s high court orders new congressional maps as Democrats move to retake control of U.S. House,Politics
"Trump sells snippets of mugshot suit, Mar-a-Lago dinner in latest NFT promotion",Politics
"Europeans are open to Ukraine joining the EU, but push back against Turkey and others",Politics
"Inflation fears down, consumer optimism up: Economy may start to help Biden with voters",Politics
UK political rebellion threatens PM Rishi Sunak’s leadership ahead of crunch vote,Politics
Yemen’s Houthi attacks Norwegian tanker after threat to target any Israel-bound ships,Politics
Can Hamas actually be eliminated? This is what military and security analysts think,Politics
Zelenskyy in Washington to discuss Ukraine aid impasse with Biden,Politics
"U.S. pension funds heavily invested in China complicate Washington’s crackdown, new analysis finds",Politics
‘Wizard of Oz’ dress could go up for big-money auction after judge tosses ownership lawsuit,Politics
"Former Rep. George Santos in plea deal talks with prosecutors, court filing says",Politics
Bernie Madoff victims get $159 million from Ponzi recovery fund in latest payout,Politics
Trump special counsel asks Supreme Court to decide presidential immunity question,Politics
Man charged in death threat to GOP presidential candidate Vivek Ramaswamy,Politics
"House panel subpoenas Vanguard, Arjuna in ESG ‘collusion’ probe",Politics
"U.S. has failed the Palestinian people, officials say after vetoed UN vote for Gaza cease-fire",Politics
"Biden to host Zelenskyy at the White House; Ukraine may need to ‘cede’ territory, U.S. senator says",Politics
Trump writes on social media he no longer plans to testify in civil fraud trial on Monday,Politics
Zelenskyy will meet Biden at the White House amid a stepped-up push for Congress to approve more aid,Politics
Argentine President Milei warns economic shock unavoidable in maiden speech,Politics
"UPenn President Liz Magill, board chair both resign following backlash over congressional antisemitism testimony",Politics
U.S. government uses emergency authority to provide tank shells to Israel,Politics
Ukraine aid in growing jeopardy as Republicans double down on their demands for border security,Politics
Texas Supreme Court temporarily blocks woman from emergency abortion,Politics
"Trump gag order upheld, but narrowed, in DC election case",Politics
"Trump PAC paid part of nearly $900,000 fee to fraud trial expert witness",Politics
"Binance founder Changpeng Zhao is too rich to leave the U.S. before criminal sentencing, judge says",Politics
U.S. issues strongest criticism of Israel yet as civilian deaths in Gaza surge,Politics
Russia’s Putin says he will run for president in 2024 elections: State media,Politics
Putin says he will run for re-election in March; U.S. aid hangs in balance after failed vote,Politics
North Dakota senator’s son charged with manslaughter in police chase that killed an officer,Politics
"House committee launches investigation of Harvard, MIT and UPenn over antisemitism fight",Politics
"BlackRock CEO Larry Fink accuses DeSantis, Ramaswamy of deliberately false attacks",Politics
"Russian spies targeting politicians with ‘malicious’ cyber campaign to undermine democracy, UK says",Politics
Trump in court for $250 million NY fraud trial that threatens his real estate empire,Politics
UK PM Rishi Sunak seeks to prevent right-wing revolt with ‘toughest immigration law ever’,Politics
UN chief invokes rarely used power to push for Israel-Hamas cease-fire,Politics
Putin’s spy chief says Ukraine could become a ‘second Vietnam’ for the U.S. as it drags on resources,Politics
"Biden’s support of Israel leaves him as isolated as Russia on the world stage, analyst says",Politics
Top EU officials meet with Xi in China summit with trade in focus,Politics
Martin Shkreli violated prison release to go on Tucker Carlson show: Court doc,Politics
Haley’s new Wall Street donors view Republican debate as first test she needed to ace,Politics
Haley’s Wall Street donor surge draws fire at GOP debate,Politics
"Police say 3 dead, fourth wounded and shooter also dead in University of Nevada, Las Vegas attack",Politics
Former Speaker Kevin McCarthy to resign from Congress at year-end,Politics
"New Trump administration will come after the media, ally warns",Politics
‘You can’t just make your own rules’: Tesla faces Scandi revolt as Danes join Swedish strike,Politics
"Putin makes rare visits to the UAE, Saudi Arabia to talk strengthened relations, Israel-Hamas war",Politics
DOJ files war crime charges; Russia flexes its muscles as Putin meets allies in Middle East,Politics
"Heavy fighting across Gaza halts most aid delivery, leaves civilians with few places to seek safety",Politics
"U.S. ‘losing a tremendous amount of credibility in the Arab world,’ ex-Egyptian minister says",Politics
Special election to replace ex-Rep. George Santos set for Feb. 13,Politics
Wall Street opens wallets wide for ‘Trump alternative’ Nikki Haley at $500K fundraiser,Politics
Putin says he will run for re-election in March; U.S. aid hangs in balance after failed vote,Politics
North Dakota senator’s son charged with manslaughter in police chase that killed an officer,Politics
"House committee launches investigation of Harvard, MIT and UPenn over antisemitism fight",Politics
"BlackRock CEO Larry Fink accuses DeSantis, Ramaswamy of deliberately false attacks",Politics
"Russian spies targeting politicians with ‘malicious’ cyber campaign to undermine democracy, UK says",Politics
Trump in court for $250 million NY fraud trial that threatens his real estate empire,Politics
UK PM Rishi Sunak seeks to prevent right-wing revolt with ‘toughest immigration law ever’,Politics
UN chief invokes rarely used power to push for Israel-Hamas cease-fire,Politics
Putin’s spy chief says Ukraine could become a ‘second Vietnam’ for the U.S. as it drags on resources,Politics
"Biden’s support of Israel leaves him as isolated as Russia on the world stage, analyst says",Politics
Top EU officials meet with Xi in China summit with trade in focus,Politics
Martin Shkreli violated prison release to go on Tucker Carlson show: Court doc,Politics
Haley’s new Wall Street donors view Republican debate as first test she needed to ace,Politics
Haley’s Wall Street donor surge draws fire at GOP debate,Politics
"Police say 3 dead, fourth wounded and shooter also dead in University of Nevada, Las Vegas attack",Politics
Former Speaker Kevin McCarthy to resign from Congress at year-end,Politics
"New Trump administration will come after the media, ally warns",Politics
‘You can’t just make your own rules’: Tesla faces Scandi revolt as Danes join Swedish strike,Politics
"Putin makes rare visits to the UAE, Saudi Arabia to talk strengthened relations, Israel-Hamas war",Politics
DOJ files war crime charges; Russia flexes its muscles as Putin meets allies in Middle East,Politics
"Heavy fighting across Gaza halts most aid delivery, leaves civilians with few places to seek safety",Politics
"U.S. ‘losing a tremendous amount of credibility in the Arab world,’ ex-Egyptian minister says",Politics
Special election to replace ex-Rep. George Santos set for Feb. 13,Politics
Wall Street opens wallets wide for ‘Trump alternative’ Nikki Haley at $500K fundraiser,Politics
"VP Kamala Harris ducks questions on TikTok, Elon Musk antisemitic post",Politics
Trump financial watchdog tells judge about $40 million in previously unreported transfers,Politics
House Republicans believe there are enough votes to expel Rep. George Santos this week,Politics
Mark Cuban says ‘no plans’ to run for president in 2024 on heels of Dallas Mavericks deal,Politics
JPMorgan CEO Jamie Dimon to business leaders: ‘Help Nikki Haley’,Politics
Man charged in alleged plot by Indian government official to assassinate U.S. citizen,Politics
Israel-Hamas truce extended by a day; Erdogan blasts Netanyahu as ‘butcher of Gaza’,Politics
"Russia slams Finland’s border closure, warns that tensions could arise if troops are deployed",Politics
White House puts corporate ‘price gouging’ front and center: ‘We see American families hurting’,Politics
Bank of America fined $12 million for mortgage disclosure violations by federal watchdog,Politics
"Donations to Hamas-linked charities spike 70% since Oct. 7 attack, Israeli officials say",Politics
Fox News founder Rupert Murdoch deposed in Smartmatic election lawsuit,Politics
Billionaire-backed Koch network endorses Nikki Haley for president,Politics
Hunter Biden offers to testify before Congress in December,Politics
"The U.S. needs ‘bipartisan’ leadership and a ‘strong middle’ politically, Ray Dalio says",Politics
Israel and Hamas accuse each other of truce breaches on fifth day of temporary cease-fire,Politics
Finland to close entire border with Russia; winter storms wreak havoc in Russia and Ukraine,Politics
‘Stop the price gouging’: Biden hits corporations over high consumer costs,Politics
Trump loses bid for Jan. 6 subpoenas in election case,Politics
"Trump will be final defense witness at New York fraud trial, lawyer says",Politics
Billionaire Ken Langone to meet with Nikki Haley in New York next week,Politics
5 things to know before the stock market opens Monday,Politics
Biden will convene his new supply chain council and announce 30 steps to strengthen U.S. logistics,Politics
Qatar says agreement reached to extend Israel-Hamas truce for two additional days; freed Palestinian prisoners arrive in West Bank city,Politics
Storms bring chaos to Ukraine and Russia; NATO says victory for Moscow would be a ‘tragedy’,Politics
Vermont gunman fired as investment adviser weeks before arrest in Palestinian student shooting,Politics
"Israel confirms 17 hostages released, including four-year-old American girl",Politics
Democratic Rep. Dean Phillips won’t run for reelection as he challenges Biden for president,Politics
Biden says pause in fighting is critical to get humanitarian aid to Gaza,Politics
Russia continues to pummel Avdiivka; four killed in southern shelling,Politics
New York City Mayor Eric Adams accused of 1993 sexual assault in legal filing,Politics
Putin’s peace talk comments send a signal to the West; Kremlin says Europe poses a threat to Russia,Politics
"Israel-Hamas cease-fire to start at 7 a.m. Friday, hostage release due at 4 p.m., Qatar says",Politics
"Biden Thanksgiving wish: Kudos for lower food, travel prices",Politics
Israel says hostage release will not take place before Friday; W.H.O. documents 178 attacks on Gaza health-care facilities,Politics
Putin calls war a ‘tragedy’; Moscow claims Ukraine is seeing ‘colossal losses’ after crossing river,Politics
Israel and Hamas reach deal to release 50 civilian women and children held in Gaza,Politics
Republican Celeste Maloy wins Utah’s 2nd Congressional District,Politics
Biden proposes ban on cable cord-cutting fees,Politics
Israeli official outlines more details on tentative deal to free Hamas hostages: NBC,Politics
"U.S. FDIC announces special committee to review allegations of sexual harassment, misconduct",Politics
Republican megadonor Mercer family weighs backing Trump as they maintain massive war chest,Politics
"Elon Musk’s X is ‘profiting off violent content’ by Hamas, House Democrats allege",Politics
China says it stands ready to work with Argentina despite Milei criticism,Politics
Israel and Hamas agree to 4-day cease-fire in Gaza; 50 hostages from Israel to be released,Politics
Russia says co-existence not possible with Ukraine’s current ‘regime’; Kyiv marks uprising anniversary,Politics
White House defends Musk SpaceX Pentagon contracts despite ‘antisemitic rhetoric’,Politics
"Senate committee subpoenas Live Nation, Ticketmaster after months-long probe",Politics
Prosecutors say they will not pursue second Sam Bankman-Fried trial,Technology
Tech stocks just wrapped up one of best years in past two decades after 2022 slump,Technology
"As we travel new AI world in 2024, it’s same old data privacy tradeoff for users",Technology
Apple underperformed top tech peers in 2023 due to longest revenue slide in 22 years,Technology
Nvidia to launch slower gaming chip in China to comply with U.S. export controls,Technology
Startup bubble fueled by Fed’s cheap money policy finally burst in 2023,Technology
"Affirm soared over 400% this year on buy now, pay later boom, beating its peers",Technology
16 stats that show branded content works,Technology
Ether rallies 6% in catch-up trade as investors position for January,Technology
Apple will sell latest Apple Watch models again after import ban temporarily stopped,Technology
"Generative AI big year meant profit for Nvidia, experiments elsewhere",Technology
"New York Times sues Microsoft, ChatGPT maker OpenAI over copyright infringement",Technology
Bitcoin’s 2023 rally drove some of the stock market’s biggest gains this year,Technology
"AI integration, device upgrades to drive a rebound in PC sales in 2024",Technology
Here are 3 stocks — other than Nvidia — getting an AI premium from Wall Street,Technology
MicroStrategy’s bitcoin bet produces over 300% gain for investors in 2023,Technology
The first minds to be controlled by generative AI will live inside video games,Technology
Apple executives Johny Srouji and John Ternus on its growing chip business,Technology
Tencent loses over $43 billion in market value after China proposes new online gaming rules,Technology
Apple has stopped selling some Apple Watches on its website over patent dispute,Technology
OpenAI rival Anthropic in talks to raise $750 million led by Menlo Ventures,Technology
"Coinbase secures crypto license in France, pushing deeper in Europe amid rift with the SEC",Technology
Electric scooter company Bird files for bankruptcy,Technology
Apple fails in bid to delay Apple Watch sales ban,Technology
Tesla blamed drivers for failures of parts it long knew were defective,Technology
Apple resolves outage affecting its payment features,Technology
"AI cannot be named as an ‘inventor,’ top UK court says in patent dispute",Technology
Venture capital firms expect fundraising in Southeast Asia to pick up in 2024,Technology
"SEC charges ex-CEO of medical device company with fraud, says some devices fake",Technology
Rite Aid to be barred from using facial recognition in proposed FTC settlement,Technology
"Tesla drivers had highest accident rate, BMW drivers highest DUI rate: study",Technology
Alphabet to limit election queries Bard and AI-based search can answer,Technology
An abused wife took on Tesla over tracking tech. She lost.,Technology
Affirm stock pops more than 15% on expanded Walmart partnership,Technology
VR market keeps shrinking as Meta pours billions into the metaverse,Technology
"GPT and other AI models can’t analyze an SEC filing, researchers find",Technology
Tesla to raise pay for hourly Nevada Gigafactory workers in January — could stave off union interest,Technology
"Google to pay $700 million to U.S. consumers, states in Play store settlement",Technology
FTX resolves dispute with Bahamian liquidators,Technology
"TSMC Chairman Mark Liu to retire in 2024, CEO recommended as successor",Technology
"Meta’s stock is wrapping up a record year, spurred by cost cuts that followed a disastrous 2022",Technology
Apple makes surprise decision to pause some Watch sales before Christmas over patent dispute,Technology
Adobe and Figma call off $20 billion acquisition after regulatory scrutiny,Technology
Illumina to divest cancer test maker Grail after antitrust battles,Technology
Musk’s X hit with first EU probe under new disinformation rules,Technology
SoftBank-backed metaverse firm Improbable sells a key gaming venture for $97 million,Technology
Shares of Chinese AI giant SenseTime plunge to an all-time low after founder’s death,Technology
The techno-optimists and doomsdayers inside Silicon Valley’s most dangerous AI debate,Technology
Activision Blizzard agrees to settle California case alleging discrimination against women,Technology
DocuSign shares spike on report company is exploring a sale,Technology
Fake TikTok accounts spread Russian war propaganda to millions,Technology
"LinkedIn shelved planned move to Microsoft Azure, opting to keep physical data centers",Technology
Amazon courts sellers at China summit as Temu and Shein gain momentum,Technology
Four men indicted in $80 million ‘pig butchering’ scheme,Technology
Intel unveils new AI chip to compete with Nvidia and AMD,Technology
"GM’s Cruise laying off 900 employees, or 24% of its workforce: Read the memo here",Technology
"CrowdStrike CEO George Kurtz on China, Microsoft and the SEC",Technology
Putin quizzed by apparent AI version of himself during live phone-in,Technology
Zuckerberg says Threads will dip its toe in the ‘fediverse’ as it opens to Europe,Technology
Amazon wins $270 million tax fight with the EU,Technology
Musk’s X hit with complaint alleging platform broke Europe’s strict privacy laws,Technology
"ChatGPT back online after ‘major outage,’ OpenAI says",Technology
"Temu files fresh lawsuit against Shein, accusing its rival of ‘mafia-style intimidation’",Technology
GM’s Cruise robotaxi unit dismisses nine ‘key leaders’ amid safety investigation,Technology
Adobe shares slide on weaker-than-expected forecast for 2024,Technology
How to stop Dropbox from sharing your personal files with OpenAI,Technology
OpenAI and Axel Springer strike unprecedented deal to offer news in ChatGPT,Technology
Twilio hired Qatalyst to advise on defense against activist investor group,Technology
Google is rolling out new AI models for health care. Here’s how doctors are using them,Technology
Tesla tweaks autopilot software after regulators recall more than 2 million cars,Technology
Why Tesla’s Cybertruck is so hard to mass produce,Technology
"$4.7 billion European fintech firm Pleo appoints new CFO, pointing to IPO hopes",Technology
Samsung and ASML to invest $760 million to build an advanced chip plant in South Korea,Technology
Google’s loss to Epic will likely have little impact in the near term,Technology
Apple introduces new iPhone security mode to protect against stolen passcodes,Technology
Epic Games CEO Tim Sweeney on why the company did better against Google than Apple in court,Technology
"Valued at $86 billion, OpenAI’s latest revenue filing shows how its financials are a mystery",Technology
Oracle shares fall more than 12% on light cloud revenue,Technology
"Amazon drone delivery executive who oversaw safety, FAA relations departs the company",Technology
Epic Games wins antitrust lawsuit against Google over barriers to its Android app store,Technology
"Op-ed: After crisis, Israel’s economy always comes back stronger",Technology
"TikTok and GoTo team up in Indonesia, threatening Southeast Asia’s e-commerce giant",Technology
Oracle shares slide as revenue misses estimates,Technology
More than 15% of teens say they’re on YouTube or TikTok ‘almost constantly’,Technology
Apple releases new Journal app as part of its latest iPhone update. Here’s what it’s like,Technology
Broadcom stock spikes to new yearlong high,Technology
Microsoft partners with labor groups to quell concerns about AI taking jobs,Technology
"Bitcoin slides 7% to under $41,000 in volatile trading following early December rally",Technology
Snap stock trading at highest price in over a year on Wells Fargo upgrade,Technology
Apple reportedly plans big overhaul to iPad family to make it less confusing,Technology
Elon Musk reactivates Alex Jones’ X account after a five-year ban,Technology
Japanese tech giant Rakuten plans to launch proprietary AI model,Technology
"SumUp, a rival to Jack Dorsey’s Block, defies fintech funding slump with $307 million cash injection",Technology
Meta’s Ray-Ban smart glasses look cool and work well if you want a camera on your face,Technology
"Google weighs Gemini AI project to tell people their life story using phone data, photos",Technology
EU agrees to landmark AI rules as governments aim to regulate products like ChatGPT,Technology
Google faces controversy over edited Gemini AI demo video,Technology
DJ duo The Chainsmokers want to use AI to clone their own voices,Technology
Rakuten makes first mobile foray into Europe as Japanese tech giant grapples with debt overhang,Technology
A 75-year-old Indian-American tech entrepreneur betting $1 billion of his own fortune on AI’s future,Technology
Microsoft’s investment in OpenAI faces initial review from UK competition regulator,Technology
"In a first for Singapore, livestreaming app 17LIVE goes public via SPAC merger",Technology
"Elon Musk considers reinstating Alex Jones’s X account, backtracking on prior decision",Technology
Elon Musk asks Supreme Court to undo ‘Twitter sitter’ agreement with SEC,Technology
AMD stock spikes after company launches AI chip to rival Nvidia,Technology
Google shares pop 5% after company announces Gemini AI model,Technology
PayPal shares slide after Amazon drops Venmo as payment option,Technology
Amazon tests grocery subscription service for Prime members,Technology
"Crown Castle CEO to retire, handing win to activist investor Elliott",Technology
Nominate a company for CNBC’s 2024 Disruptor 50 list,Technology
"IBM was early to AI, then lost its way. CEO Arvind Krishna explains what’s next",Technology
Robinhood launches crypto trading service in the EU,Technology
Meta to expand encryption on Messenger making it similar to WhatsApp,Technology
Microsoft’s president meets with the Chinese government to discuss AI co-operation,Technology
Meta and Microsoft say they will buy AMD’s new AI chip as an alternative to Nvidia’s,Technology
"Google launches its largest and ‘most capable’ AI model, Gemini",Technology
"Jamie Dimon lashes out against crypto: ‘If I was the government, I’d close it down’",Technology
"Governments are spying on Apple and Google users through phone notifications, U.S. senator says",Technology
‘You can’t just make your own rules’: Tesla faces Scandi revolt as Danes join Swedish strike,Technology
A ‘thirsty’ generative AI boom poses a growing problem for Big Tech,Technology
TikTok parent ByteDance offers share buyback valuing the Chinese giant at $268 billion,Technology
Ex-OpenAI director Reid Hoffman says we still don’t ‘fully know’ why board forced out Altman,Technology
Apple’s market cap closes above $3 trillion,Technology
Elon Musk’s AI startup — X.AI — files to raise $1 billion in fresh capital,Technology
Waymo is full speed ahead as safety incidents and regulators stymie competitor Cruise,Technology
"Bitcoin tops $44,000 for the first time since April 2022 as ETF optimism grows",Technology
Airbnb CFO Dave Stephenson moves to new role as company reaches ‘inflection point’,Technology
California YouTuber sentenced to prison after intentionally crashing plane,Technology
Reproductive startup launches test to identify embryo’s genetic defects before IVF pregnancy begins,Technology
China’s EV carmaker Nio jumps 4% after reporting narrower-than-expected losses,Technology
Rockstar Games publishes Grand Theft Auto VI trailer early after it was leaked on X,Technology
"How to send a digital gift card on Amazon, Venmo or Cash App",Technology
"Free ChatGPT may incorrectly answer drug questions, study says",Technology
Uber shares pop as company is slated to join S&P 500,Technology
Twilio lays off 5% of employees in unit activists want to divest,Technology
Spotify jumps after saying it will cut 17% of workforce — read the full memo from CEO Daniel Ek,Technology
"OpenAI COO Brad Lightcap talks about ChatGPT launch, DevDay and how Sam Altman thinks",Technology
"Crypto execs say the bull run is underway and could lead to $100,000 bitcoin in 2024",Technology
Meta’s AI chief doesn’t think AI super intelligence is coming anytime soon,Technology
How $100 billion mining giant Rio Tinto is poised to benefit from the EV boom,Technology
"Amazon broke labor law by calling Staten Island union organizers ‘thugs,’ interrogating workers",Technology
Uber shares pop on inclusion in S&P 500,Technology
"Inside Apple’s chip lab, home to the most ‘profound change’ at the company in decades",Technology
"Robinhood CEO defends payment for order flow, says practice is ‘here to stay’",Technology
"Federal judge blocks Montana’s TikTok ban, which would have been the first of its kind",Technology
Read Linda Yaccarino’s message to X employees about Elon Musk’s controversial DealBook interview,Technology
"UiPath stock spikes more than 26% after earnings beat, generative AI integration",Technology
Elon Musk hypes Tesla Cybertruck at deliveries event in Austin,Technology
One tiny country drove 15% of Nvidia’s revenue – here’s why it needs so many chips,Technology
"OpenAI tender offer is on track for January despite leadership fracas, sources say",Technology
Coinbase rallies more than 60% in same month that FTX and Binance founders brace for prison,Technology
Nashville’s startup scene is booming as health-tech investors and founders flock to the Music City,Technology
X CEO Linda Yaccarino addresses Musk’s ‘go f--- yourself’ comment to advertisers,Technology
Google could delete your old Gmail account as soon as Friday,Technology
Meta’s latest threats report shows risk of Chinese influence campaigns ahead of elections,Technology
Microsoft secures nonvoting board seat at OpenAI,Technology
"Zepz, a $5 billion fintech unicorn, is laying off more staff",Technology
Stock trading platform Robinhood to launch in UK after two failed attempts,Technology
Elon Musk says he won’t vote for Biden over Trump,Technology
"Elon Musk claims advertisers are trying to ‘blackmail’ him, says ‘Go f--- yourself’",Technology
FTC Chair Lina Khan defends track record on blocking mergers and doesn’t subscribe to Amazon Prime,Technology
Salesforce shares jump on better-than-expected earnings report,Technology
Nvidia CEO Jensen Huang says AI will be ‘fairly competitive’ with humans in 5 years,Technology
"Nvidia CEO: Senior executives don’t need pampering, career guidance",Technology
Nvidia CEO: U.S. chipmakers at least a decade away from China supply chain independence,Technology
Okta hackers stole data on all customer support users in major breach,Technology
"Google Maps changed colors and some people are upset, including a former designer",Technology
Apple is trying to unwind its Goldman Sachs credit card partnership,Technology
Pinduoduo parent sees transaction revenue surge 315% as Chinese consumers hunt for bargains,Technology
Meta updates political advertising rules to cover AI-generated images and videos,Technology
"Amazon announces Q, an AI chatbot for businesses",Technology
OpenAI rival Hugging Face says it’s seeing more client interest after Sam Altman fiasco,Technology
Amazon announces new AI chip as it deepens Nvidia relationship,Technology
UK regulators say Adobe’s $20 billion Figma acquisition could harm competition,Technology
Amazon touts ‘record-breaking’ sales in kickoff to holiday shopping season,Technology
Activist pressure increases on Twilio after Anson takes stake,Technology
Amazon wants businesses to use its palm-scanning tech to let employees into the office,Technology
SenseTime plunges after short seller alleges the Chinese AI firm inflated revenue,Technology
"European tech funding halves to $45 billion, back to pre-Covid levels — but AI is a bright spot",Technology
E-commerce stocks rally after Black Friday shoppers spend record online,Technology
Binance founder Changpeng Zhao ordered by judge to stay in U.S. ahead of prison sentencing,Technology
iRobot shares plunge 17% after EU warns Amazon deal ‘may restrict competition’,Technology
"Finnish startup Varjo launches new $3,990 mixed-reality headset to take on Apple, Microsoft",Technology
Tesla sues Swedish government after postal workers allegedly block license plate deliveries,Technology
Tesla beats claim that it fired factory workers amid union campaign,Technology
Apple iPhone maker Foxconn to invest $1.5 billion in India as it looks to build beyond China,Technology
Coinbase CEO says crypto industry can turn the page after historic Binance settlement,Technology
Flying taxi firm Lilium receives EU approval for its electric jets,Technology
TikTok owner ByteDance axes hundreds of jobs in gaming unit,Technology
"Israel hosts wartime visit by Elon Musk, eyes Starlink for Gaza",Technology
iRobot shares close up 39% on report Amazon deal set to get EU approval,Technology
"Bitcoin rises to new high for the year Friday above $38,000",Technology
Nvidia shares close down on report it delays China AI chip designed to comply with U.S. export rules,Technology
China’s Alibaba shakes up cloud unit management after scrapping the division’s IPO,Technology
Global smartphone sales rebound in October after declining for more than 2 years: Counterpoint,Technology
$115 million stolen from two crypto firms linked to Justin Sun after hack,Technology
Sam Altman’s back. Here’s who’s on the new OpenAI board and who’s out,Technology
OpenAI brings Sam Altman back as CEO less than a week after he was fired by board,Technology
How Meta could benefit from the OpenAI shakeup,Technology
"Binance users pull more than $1 billion from the exchange after CEO leaves, pleads guilty",Technology
Huawei’s smartphone spinoff Honor plans IPO,Technology
